property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
apartment,BenitoJuarez,MXN,416223.2,150.0,2774.8,19.371992,-99.157853,No
apartment,BenitoJuarez,MXN,274732.6,98.0,2803.4,19.390283,-99.1770974,No
apartment,Cuauhtemoc,MXN,213430.9,110.0,1940.3,19.4124708,-99.1717827,No
apartment,Cuajimalpa,MXN,89830.4,44.0,2041.6,19.3563182,-99.2882606,No
house,AlvaroObregon,MXN,580970.3,307.0,1892.4,19.371502,-99.232647,No
apartment,MiguelHidalgo,MXN,175231.6,80.0,2190.4,19.428324,-99.176337,No
house,Xochimilco,MXN,217506.2,176.0,1235.8,19.272594,-99.137045,No
house,MagdalenaContreras,MXN,200998.9,527.0,381.4,19.2981344924,-99.2395804077,No
apartment,Azcapotzalco,MXN,45837.2,70.0,654.8,19.480501,-99.178139,No
house,Azcapotzalco,MXN,147522.2,110.0,1341.1,19.472634,-99.197437,No
apartment,Tlalpan,MXN,135225.1,64.0,2112.9,19.288275,-99.167125,No
apartment,Cuauhtemoc,MXN,62170.0,81.0,767.5,23.634501,-102.552788,No
house,AlvaroObregon,MXN,79822.1,496.0,160.9,19.352528,-99.217276,No
apartment,Azcapotzalco,MXN,55847.7,60.0,930.8,19.484102,-99.18436,No
apartment,Iztacalco,MXN,98523.7,78.0,1263.1,19.402752,-99.098587,No
apartment,Azcapotzalco,MXN,75375.2,90.0,837.5,19.465454,-99.162665,No
apartment,Cuauhtemoc,MXN,421591.8,175.0,2409.1,19.4114169,-99.1739405,No
apartment,BenitoJuarez,MXN,223970.6,108.0,2073.8,19.3853063,-99.1521292,No
apartment,VenustianoCarranza,MXN,49419.9,48.0,1029.6,19.414261,-99.104118,No
apartment,MiguelHidalgo,MXN,440942.0,255.0,1729.2,19.443152,-99.202733,No
apartment,AlvaroObregon,MXN,73761.1,42.0,1756.2,19.364996,-99.241523,No
apartment,Tlalpan,MXN,55268.1,95.0,581.8,19.290953,-99.124863,No
apartment,AlvaroObregon,MXN,65858.1,60.0,1097.6,19.390806,-99.195413,No
house,Iztapalapa,MXN,55162.7,154.0,358.2,19.336441,-99.010132,No
apartment,Cuajimalpa,MXN,1106678.5,555.0,1994.0,19.35735,-99.299792,No
apartment,AlvaroObregon,MXN,334559.2,168.0,1991.4,19.3609784,-99.2084005,No
apartment,AlvaroObregon,MXN,245682.6,146.0,1682.8,19.390806,-99.195413,Yes
house,Tlalpan,MXN,156779.5,240.0,653.2,19.2865191,-99.2283274,Yes
apartment,Cuauhtemoc,MXN,73761.1,137.0,538.4,19.418048,-99.158527,No
apartment,MiguelHidalgo,USD,1256606.0,206.0,6100.0,19.407269,-99.190754,No
apartment,MiguelHidalgo,MXN,495463.4,288.0,1720.4,19.443178,-99.20237,No
house,Tlalpan,MXN,115462.4,130.0,888.2,19.281164,-99.20237,No
house,MiguelHidalgo,USD,3350000.0,1100.0,3045.5,19.4122137,-99.2153341,No
apartment,MiguelHidalgo,MXN,31875.3,70.0,455.4,19.405883,-99.183079,No
apartment,Azcapotzalco,MXN,42823.6,70.0,611.8,19.471896,-99.224024,No
apartment,Coyoacan,MXN,52699.0,63.0,836.5,19.309208,-99.171906,No
house,Iztapalapa,MXN,73778.6,252.0,292.8,19.354297,-98.9978448,No
