property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
house,MagdalenaContreras,MXN,108007.3,250.0,432.0,19.307617,-99.239838,No
apartment,Azcapotzalco,MXN,55847.7,65.0,859.2,19.465454,-99.162665,No
apartment,Cuajimalpa,MXN,289775.7,158.0,1834.0,19.350505,-99.299062,No
apartment,Cuauhtemoc,MXN,31619.4,60.0,527.0,19.4186657,-99.1450748,No
house,BenitoJuarez,MXN,113039.3,66.0,1712.7,19.371992,-99.157853,Yes
house,Iztapalapa,MXN,26343.2,39.0,675.5,19.359004,-99.092622,No
apartment,Cuajimalpa,USD,780000.0,321.0,2429.9,19.386134,-99.265612,No
apartment,BenitoJuarez,MXN,92728.2,100.0,927.3,19.400876,-99.161186,No
apartment,MiguelHidalgo,MXN,218648.9,98.0,2231.1,19.432657,-99.177444,No
house,Tlalpan,MXN,231831.1,200.0,1159.2,19.284672,-99.220367,No
apartment,Cuauhtemoc,MXN,28474.9,75.0,379.7,19.44365,-99.141269,No
apartment,MiguelHidalgo,USD,5290000.0,434.0,12188.9,19.407269,-99.190754,No
apartment,Coyoacan,MXN,202891.1,100.0,2028.9,19.302678,-99.170213,No
apartment,AlvaroObregon,MXN,46954.8,70.0,670.8,19.359901,-99.189606,No
apartment,Cuauhtemoc,MXN,79029.7,70.0,1129.0,19.430525,-99.172792,No
apartment,GustavoAMadero,MXN,36037.6,15.0,2402.5,19.5045817172,-99.1529577971,No
house,Iztapalapa,MXN,105373.0,268.0,393.2,19.346335,-99.081526,No
apartment,Tlahuac,MXN,8693.3,50.0,173.9,19.3016532399,-99.040979594,No
apartment,BenitoJuarez,MXN,216541.4,99.0,2187.3,19.367424,-99.185753,No
apartment,BenitoJuarez,MXN,82683.5,90.0,918.7,19.371132,-99.173156,No
house,GustavoAMadero,MXN,159113.2,300.0,530.4,19.472291,-99.129577,No
apartment,Tlahuac,MXN,40568.6,63.0,643.9,19.270566,-99.004846,No
apartment,AlvaroObregon,MXN,1390541.6,363.0,3830.7,19.356881,-99.260185,No
apartment,BenitoJuarez,MXN,237089.2,120.0,1975.7,19.376589,-99.153107,No
apartment,BenitoJuarez,MXN,57055.4,120.0,475.5,19.377169,-99.187643,No
house,Cuauhtemoc,USD,920000.0,220.0,4181.8,19.4301322,-99.1691413,No
apartment,GustavoAMadero,MXN,110667.8,70.0,1581.0,19.473623,-99.124863,No
house,Coyoacan,MXN,190243.3,259.0,734.5,19.353021,-99.131576,No
apartment,Coyoacan,MXN,142253.5,82.0,1734.8,19.329553,-99.139745,No
apartment,VenustianoCarranza,MXN,31980.7,54.0,592.2,19.4261250552,-99.0608882904,No
apartment,Iztacalco,MXN,46006.2,55.0,836.5,19.4105829791,-99.066362679,No
apartment,Azcapotzalco,MXN,44141.2,75.0,588.5,19.470991,-99.168165,No
house,Iztacalco,MXN,63223.8,60.0,1053.7,19.395901,-99.097612,No
apartment,Xochimilco,MXN,31611.9,86.0,367.6,19.2609627863,-99.1195575893,No
house,MiguelHidalgo,MXN,764135.2,395.0,1934.5,19.401079,-99.24807,No
apartment,BenitoJuarez,MXN,116044.1,64.0,1813.2,19.3733676,-99.1337252,No
apartment,BenitoJuarez,MXN,74539.4,80.0,931.7,19.367307,-99.141429,No
apartment,Iztapalapa,MXN,39514.9,57.0,693.2,19.346281,-99.079687,No
apartment,Tlahuac,MXN,29504.4,54.0,546.4,23.634501,-102.552788,No
apartment,AlvaroObregon,MXN,310946.7,165.0,1884.5,19.3580326,-99.1895044,No
apartment,Iztacalco,MXN,29315.9,60.0,488.6,19.401209,-99.115341,No
apartment,Cuauhtemoc,MXN,46639.4,60.0,777.3,19.449634,-99.133323,No
apartment,Cuauhtemoc,USD,350000.0,171.0,2046.8,19.4284521912,-99.1680693626,No
apartment,Cuauhtemoc,MXN,52646.3,48.0,1096.8,19.451682,-99.126111,No
apartment,Cuauhtemoc,MXN,212780.0,78.0,2727.9,19.4323327,-99.1695707,No
apartment,Cuauhtemoc,MXN,590116.8,282.0,2092.6,19.420103,-99.171297,No
apartment,VenustianoCarranza,MXN,44794.1,57.0,785.9,19.419261,-99.113701,No
house,AlvaroObregon,MXN,37934.3,140.0,271.0,19.342316,-99.226668,No
house,GustavoAMadero,MXN,144887.8,220.0,658.6,19.452676,-99.054423,No
house,Cuajimalpa,MXN,579688.8,430.0,1348.1,19.35735,-99.299792,No
apartment,MiguelHidalgo,USD,1160000.0,214.0,5420.6,19.4368736,-99.1973268,Yes
apartment,Iztacalco,MXN,60326.0,80.0,754.1,19.383251,-99.105499,No
apartment,MiguelHidalgo,MXN,948581.6,360.0,2634.9,19.407269,-99.190754,No
apartment,Cuajimalpa,USD,760000.0,360.0,2111.1,19.390415,-99.254997,No
house,MiguelHidalgo,USD,2970000.0,1722.0,1724.7,19.407269,-99.190754,Yes
apartment,MiguelHidalgo,USD,1950000.0,540.0,3611.1,19.3908901686,-99.2645967007,No
house,GustavoAMadero,MXN,173865.4,180.0,965.9,19.501613,-99.11115,No
apartment,Cuajimalpa,MXN,429394.8,190.0,2260.0,19.3619852,-99.2663861,No
apartment,BenitoJuarez,MXN,59799.2,90.0,664.4,19.385867,-99.148503,No
apartment,Iztapalapa,MXN,23714.5,43.0,551.5,19.359004,-99.092622,No
house,Coyoacan,MXN,433491.5,350.0,1238.5,19.348694,-99.16291,No
apartment,Azcapotzalco,MXN,75375.2,80.0,942.2,19.465454,-99.162665,No
apartment,MiguelHidalgo,MXN,98523.7,80.0,1231.5,19.443357,-99.207884,No
house,Iztacalco,MXN,260798.1,250.0,1043.2,19.3808423,-99.1060308,No
apartment,AlvaroObregon,MXN,134350.5,54.0,2488.0,19.33225,-99.244048,No
store,GustavoAMadero,MXN,74604.1,250.0,298.4,19.516777,-99.160149,No
apartment,Azcapotzalco,MXN,40041.7,75.0,533.9,19.474655,-99.189277,No
house,Xochimilco,MXN,184402.7,160.0,1152.5,19.263462,-99.104913,No
house,AlvaroObregon,MXN,289844.4,205.0,1413.9,19.3418937,-99.2245237,Yes
apartment,BenitoJuarez,MXN,101392.8,64.0,1584.3,19.3706856,-99.1409936,No
apartment,Cuajimalpa,MXN,423933.8,365.0,1161.5,19.383823,-99.254311,No
apartment,MiguelHidalgo,MXN,606038.2,278.0,2180.0,19.407269,-99.190754,No
apartment,Cuauhtemoc,MXN,32929.0,43.0,765.8,19.438054,-99.126348,No
house,Coyoacan,MXN,711267.5,340.0,2092.0,19.338132,-99.161876,No
house,BenitoJuarez,MXN,95362.5,110.0,866.9,19.371992,-99.157853,No
house,Tlalpan,MXN,326656.2,347.0,941.4,19.280588,-99.155304,No
house,Coyoacan,MXN,203264.4,232.0,876.1,19.343424,-99.135933,No
house,Tlalpan,MXN,147522.2,198.0,745.1,19.214554,-99.20929,No
apartment,BenitoJuarez,MXN,68546.7,120.0,571.2,19.383446,-99.137643,No
house,GustavoAMadero,MXN,123842.6,139.0,891.0,19.473415,-99.143539,No
apartment,BenitoJuarez,MXN,109387.3,64.0,1709.2,19.394073,-99.153915,No
apartment,BenitoJuarez,MXN,132032.3,80.0,1650.4,19.380465,-99.154459,No
house,Cuajimalpa,USD,3650000.0,985.0,3705.6,19.390415,-99.254997,Yes
house,Azcapotzalco,MXN,236091.4,180.0,1311.6,19.4805668,-99.2058279,No
apartment,Coyoacan,MXN,39773.0,70.0,568.2,19.321156,-99.133879,No
house,BenitoJuarez,MXN,258954.1,180.0,1438.6,19.391216,-99.16882,No
house,Iztacalco,MXN,51632.8,115.0,449.0,19.395901,-99.097612,No
apartment,Xochimilco,MXN,54279.9,85.0,638.6,19.281423,-99.141801,No
apartment,VenustianoCarranza,MXN,27081.0,60.0,451.4,19.452689,-99.117987,No
apartment,Cuauhtemoc,MXN,241993.7,64.0,3781.2,19.409369,-99.171906,No
apartment,BenitoJuarez,MXN,204423.6,80.0,2555.3,19.376222,-99.159994,No
apartment,Iztacalco,MXN,55074.9,70.0,786.8,19.399671,-99.09683,No
apartment,BenitoJuarez,MXN,121178.9,68.0,1782.0,19.382013,-99.188522,No
house,GustavoAMadero,MXN,121102.2,143.0,846.9,19.52589,-99.151703,No
house,Cuauhtemoc,MXN,157532.6,200.0,787.7,19.410826,-99.143757,No
apartment,Tlahuac,MXN,78524.0,61.0,1287.3,19.2990233,-99.0436467,No
house,Xochimilco,MXN,142710.1,80.0,1783.9,19.271181,-99.137314,No
apartment,MiguelHidalgo,USD,680000.0,438.0,1552.5,19.407269,-99.190754,No
house,MiguelHidalgo,MXN,263432.4,266.0,990.3,19.4570650173,-99.1744969413,Yes
apartment,MiguelHidalgo,MXN,982835.9,251.0,3915.7,19.407269,-99.190754,Yes
house,Coyoacan,MXN,148049.0,170.0,870.9,19.316215,-99.131567,No
apartment,Cuauhtemoc,MXN,55847.7,70.0,797.8,19.436561,-99.15195,No
apartment,MiguelHidalgo,MXN,38091.6,80.0,476.1,19.445744,-99.174986,No
house,Tlahuac,MXN,65873.7,191.0,344.9,19.3192658,-99.0722666,Yes
apartment,GustavoAMadero,MXN,42149.2,67.0,629.1,19.473632,-99.122532,No
apartment,Cuauhtemoc,MXN,29082.9,69.0,421.5,19.455641,-99.137279,No
apartment,MiguelHidalgo,MXN,31980.7,90.0,355.3,19.407269,-99.190754,No
apartment,BenitoJuarez,MXN,215619.4,104.0,2073.3,19.3919636,-99.1485267,No
house,Tlalpan,MXN,368892.8,410.0,899.7,19.2778888,-99.1435327,No
apartment,BenitoJuarez,MXN,40051.2,45.0,890.0,19.368441,-99.153442,No
apartment,MiguelHidalgo,MXN,35475.6,70.0,506.8,19.455894,-99.18355,No
apartment,Cuauhtemoc,MXN,354137.1,120.0,2951.1,19.405298,-99.164986,No
apartment,Cuauhtemoc,MXN,287443.9,112.0,2566.5,19.4061391,-99.1743656,No
house,GustavoAMadero,MXN,65858.1,200.0,329.3,19.516777,-99.160149,No
house,BenitoJuarez,MXN,395148.6,252.0,1568.1,19.385225,-99.168683,No
apartment,BenitoJuarez,MXN,184402.7,86.0,2144.2,19.394073,-99.153915,No
store,VenustianoCarranza,MXN,259217.5,197.0,1315.8,19.4180961799,-99.0923412144,No
apartment,Azcapotzalco,MXN,60402.7,46.0,1313.1,19.484102,-99.18436,No
house,Azcapotzalco,MXN,90620.8,150.0,604.1,19.47449,-99.177268,No
house,Cuauhtemoc,MXN,106601.0,175.0,609.1,19.404172,-99.131948,No
apartment,MiguelHidalgo,MXN,948356.7,310.0,3059.2,19.4362023256,-99.2043113708,No
apartment,Iztapalapa,MXN,34246.2,47.0,728.6,19.372936,-99.051808,No
apartment,BenitoJuarez,MXN,225888.9,91.0,2482.3,19.3924296,-99.1584618,No
house,Tlalpan,MXN,195466.8,354.0,552.2,19.275795,-99.207846,No
house,Cuajimalpa,MXN,215487.7,338.0,637.5,19.3629761333,-99.2975234985,No
apartment,Cuauhtemoc,MXN,45035.9,65.0,692.9,19.440749,-99.141649,No
apartment,BenitoJuarez,MXN,227711.0,115.0,1980.1,19.374036,-99.153362,No
house,GustavoAMadero,MXN,252895.1,300.0,843.0,19.471883,-99.094515,No
apartment,Tlahuac,MXN,34509.6,50.0,690.2,19.291594,-99.052963,No
house,AlvaroObregon,MXN,1343505.3,1015.0,1323.7,19.320576,-99.20929,No
apartment,Iztapalapa,MXN,26817.4,42.0,638.5,19.371211,-99.025197,No
apartment,BenitoJuarez,MXN,166805.4,100.0,1668.1,19.361036,-99.142745,No
house,Iztapalapa,MXN,142253.5,225.0,632.2,19.318989,-99.094437,No
house,Cuajimalpa,MXN,63223.8,128.0,493.9,19.364245,-99.302638,No
house,AlvaroObregon,MXN,1106678.5,400.0,2766.7,19.390806,-99.195413,No
apartment,AlvaroObregon,MXN,611163.2,355.0,1721.6,19.356903,-99.188043,No
apartment,Iztapalapa,MXN,33200.4,12.0,2766.7,19.3324283,-99.0612554,No
store,BenitoJuarez,MXN,411052.0,200.0,2055.3,19.394358,-99.177444,No
apartment,BenitoJuarez,MXN,233576.6,110.0,2123.4,19.3626004,-99.1577978,No
apartment,Cuauhtemoc,MXN,76079.3,90.0,845.3,19.404442,-99.162688,No
house,Coyoacan,MXN,149629.6,200.0,748.1,23.634501,-102.552788,No
apartment,Iztapalapa,MXN,84298.4,75.0,1124.0,19.3731619,-99.1303962,No
apartment,MiguelHidalgo,MXN,78502.9,75.0,1046.7,19.401819,-99.184615,No
apartment,VenustianoCarranza,MXN,42676.0,61.0,699.6,19.416834,-99.101603,No
apartment,BenitoJuarez,MXN,207057.9,80.0,2588.2,19.375972,-99.159974,No
apartment,GustavoAMadero,MXN,102738.6,50.0,2054.8,19.471399,-99.135734,No
apartment,Cuauhtemoc,MXN,38206.8,28.0,1364.5,19.416306029,-99.1460050642,No
apartment,Iztapalapa,MXN,34562.3,65.0,531.7,19.317534,-99.058491,No
house,Cuajimalpa,MXN,237089.2,204.0,1162.2,19.35735,-99.299792,No
house,Iztapalapa,MXN,63223.8,126.0,501.8,19.359004,-99.092622,Yes
apartment,GustavoAMadero,MXN,51966.0,54.0,962.3,19.4879642,-99.1093534,No
apartment,GustavoAMadero,MXN,13171.6,44.0,299.4,19.516454,-99.127267,No
apartment,Cuauhtemoc,MXN,279304.6,113.0,2471.7,19.4195256,-99.162549,No
apartment,BenitoJuarez,MXN,147522.2,60.0,2458.7,19.394638,-99.186447,No
apartment,Cuauhtemoc,MXN,29142.5,85.0,342.9,19.451919,-99.131919,No
apartment,Iztapalapa,MXN,69151.0,56.0,1234.8,19.376478,-99.127012,No
house,Tlalpan,MXN,49525.3,100.0,495.3,19.281892,-99.228522,No
apartment,BenitoJuarez,MXN,129639.5,65.0,1994.5,19.392172,-99.154625,No
apartment,Cuauhtemoc,MXN,233177.2,98.0,2379.4,19.407187,-99.172405,No
apartment,BenitoJuarez,MXN,37059.7,57.0,650.2,19.379571,-99.146668,No
house,AlvaroObregon,MXN,263432.4,350.0,752.7,19.341809,-99.243121,No
apartment,BenitoJuarez,MXN,289844.4,141.0,2055.6,19.3910737,-99.1657372,No
apartment,Cuauhtemoc,MXN,107445.3,120.0,895.4,19.408904,-99.174556,No
apartment,MiguelHidalgo,MXN,126477.5,74.0,1709.2,19.444584,-99.174675,No
apartment,Coyoacan,MXN,54306.4,110.0,493.7,19.33247,-99.144753,No
apartment,Coyoacan,MXN,72829.6,80.0,910.4,19.339013,-99.182597,No
house,AlvaroObregon,MXN,113503.0,202.0,561.9,19.340909,-99.22511,No
apartment,Tlalpan,MXN,54251.8,70.0,775.0,19.281423,-99.141801,No
house,AlvaroObregon,USD,1200000.0,390.0,3076.9,19.351912,-99.190111,No
house,MiguelHidalgo,MXN,75043.3,143.0,524.8,19.478311,-99.210655,No
apartment,Coyoacan,MXN,151773.0,85.0,1785.6,19.350054,-99.123847,No
apartment,Tlalpan,MXN,98787.2,75.0,1317.2,19.293424,-99.221828,No
house,Tlalpan,MXN,260859.9,261.0,999.5,19.288275,-99.167125,Yes
apartment,Cuajimalpa,USD,850000.0,315.0,2698.4,19.390415,-99.254997,No
apartment,MiguelHidalgo,MXN,55158.2,80.0,689.5,19.454332,-99.200287,No
apartment,MiguelHidalgo,USD,640000.0,230.0,2782.6,19.4259971,-99.224352,No
house,Azcapotzalco,MXN,143974.6,155.0,928.9,19.484102,-99.18436,No
apartment,BenitoJuarez,MXN,161032.3,64.0,2516.1,19.380747,-99.155304,No
apartment,Tlahuac,MXN,33930.1,45.0,754.0,19.301945,-99.049533,No
house,Azcapotzalco,MXN,91042.2,320.0,284.5,19.473907,-99.177444,No
apartment,Cuauhtemoc,MXN,306444.6,95.0,3225.7,19.4157753,-99.165401,No
apartment,BenitoJuarez,MXN,146184.9,80.0,1827.3,19.383943,-99.173906,No
house,Cuauhtemoc,MXN,563879.1,280.0,2013.9,19.441646,-99.151884,No
apartment,Cuauhtemoc,MXN,242357.8,89.0,2723.1,19.429263,-99.173446,No
apartment,BenitoJuarez,MXN,130110.2,60.0,2168.5,19.391834,-99.188695,No
apartment,MiguelHidalgo,MXN,53073.5,84.0,631.8,19.442152,-99.18603,No
house,Coyoacan,MXN,142253.5,164.0,867.4,19.3032758887,-99.1425132751,Yes
apartment,AlvaroObregon,MXN,176584.0,82.0,2153.5,19.3427189674,-99.2225289345,No
apartment,BenitoJuarez,MXN,90866.6,60.0,1514.4,19.373493,-99.189857,No
apartment,Azcapotzalco,MXN,74287.9,80.0,928.6,19.485524,-99.210631,No
apartment,MiguelHidalgo,MXN,51632.8,50.0,1032.7,19.392025,-99.135302,No
apartment,Cuauhtemoc,MXN,64558.5,70.0,922.3,19.416195,-99.157971,No
apartment,MiguelHidalgo,MXN,869327.0,207.0,4199.6,23.634501,-102.552788,No
apartment,BenitoJuarez,MXN,66400.7,90.0,737.8,19.36269,-99.150565,No
apartment,Cuauhtemoc,MXN,37575.8,80.0,469.7,19.452015,-99.146021,No
apartment,Cuauhtemoc,MXN,8904.0,47.0,189.4,19.445945116,-99.1287535429,No
apartment,MiguelHidalgo,USD,889330.0,1240.0,717.2,19.2464696,-99.1013498,Yes
house,Tlalpan,MXN,212431.9,150.0,1416.2,19.272814,-99.16774,No
house,Iztapalapa,MXN,39725.6,100.0,397.3,19.387844,-99.081648,No
apartment,MiguelHidalgo,MXN,57389.2,66.0,869.5,19.44821,-99.173939,No
apartment,MiguelHidalgo,MXN,300384.2,130.0,2310.6,19.437021,-99.2094141,No
apartment,VenustianoCarranza,MXN,43907.7,75.0,585.4,19.426948,-99.106956,No
house,AlvaroObregon,MXN,294517.4,297.0,991.6,19.33923,-99.218987,No
apartment,Tlalpan,MXN,43213.2,63.0,685.9,19.298168,-99.113106,No
house,Coyoacan,MXN,368805.4,600.0,614.7,19.342077,-99.127866,No
apartment,Coyoacan,MXN,107347.8,85.0,1262.9,19.309208,-99.171906,No
house,Xochimilco,MXN,140541.2,160.0,878.4,19.267543,-99.136589,No
apartment,MiguelHidalgo,MXN,52686.5,70.0,752.7,19.453691,-99.180039,No
apartment,BenitoJuarez,MXN,172034.0,145.0,1186.4,23.634501,-102.552788,No
apartment,AlvaroObregon,MXN,309680.3,105.0,2949.3,19.355921,-99.180214,No
apartment,Cuajimalpa,MXN,63238.8,90.0,702.7,19.364245,-99.302638,No
apartment,Tlalpan,MXN,99840.9,104.0,960.0,19.277282,-99.167204,No
house,Cuauhtemoc,MXN,131747.4,139.0,947.8,19.439750764,-99.158213474,No
apartment,BenitoJuarez,MXN,240250.4,115.0,2089.1,19.400504,-99.156488,No
apartment,Cuauhtemoc,MXN,97391.0,76.0,1281.5,19.42196,-99.174559,No
apartment,Tlahuac,MXN,29158.3,44.0,662.7,19.270566,-99.004846,No
apartment,MiguelHidalgo,MXN,31448.1,60.0,524.1,19.441879,-99.167819,No
apartment,Coyoacan,MXN,72707.3,65.0,1118.6,19.339253,-99.182544,No
apartment,MiguelHidalgo,MXN,495370.4,210.0,2358.9,19.401079,-99.24807,No
apartment,Cuajimalpa,MXN,208688.0,88.0,2371.5,19.35735,-99.299792,No
apartment,AlvaroObregon,MXN,79040.3,70.0,1129.1,19.333946,-99.237631,No
apartment,MiguelHidalgo,MXN,36495.8,70.0,521.4,19.444569,-99.168699,No
apartment,Cuajimalpa,MXN,211097.2,290.0,727.9,19.385472,-99.256456,No
house,Tlalpan,MXN,118975.6,105.0,1133.1,19.29625,-99.128215,No
apartment,Iztacalco,MXN,33118.7,65.0,509.5,19.403155,-99.074139,No
apartment,Iztapalapa,MXN,34254.3,60.0,570.9,19.359004,-99.092622,No
apartment,GustavoAMadero,MXN,32334.7,89.0,363.3,19.501052,-99.093589,No
house,AlvaroObregon,MXN,60589.4,150.0,403.9,19.39632,-99.196831,No
house,Tlalpan,MXN,147557.1,1450.0,101.8,19.199665,-99.153915,Yes
apartment,BenitoJuarez,MXN,77976.0,386.0,202.0,19.392185,-99.135357,No
apartment,Tlalpan,MXN,25559.6,65.0,393.2,19.281996,-99.164753,No
apartment,Coyoacan,MXN,86862.1,60.0,1447.7,19.348122,-99.125716,No
apartment,Cuauhtemoc,MXN,59184.5,90.0,657.6,19.451496,-99.153453,No
apartment,Tlahuac,MXN,86383.2,122.0,708.1,19.2990233,-99.0436467,No
house,AlvaroObregon,MXN,173645.1,350.0,496.1,19.344292,-99.233728,No
apartment,MiguelHidalgo,MXN,194940.0,60.0,3249.0,19.445073,-99.189479,No
apartment,MiguelHidalgo,USD,1305000.0,276.0,4728.3,19.4368736,-99.1973268,Yes
apartment,VenustianoCarranza,MXN,39409.5,47.0,838.5,19.439562,-99.096468,No
apartment,Tlalpan,MXN,437297.8,250.0,1749.2,19.303049,-99.203224,No
apartment,BenitoJuarez,MXN,90115.2,90.0,1001.3,19.377171,-99.188503,No
apartment,MiguelHidalgo,MXN,104080.5,95.0,1095.6,19.443178,-99.20237,No
house,BenitoJuarez,MXN,262967.9,300.0,876.6,23.634501,-102.552788,No
apartment,Cuauhtemoc,MXN,263432.4,111.0,2373.3,19.418005,-99.146006,No
apartment,Iztapalapa,MXN,26870.1,66.0,407.1,19.361468,-99.083751,No
apartment,BenitoJuarez,MXN,79048.5,652.0,121.2,19.370046,-99.146155,No
apartment,Tlalpan,MXN,22976.8,55.0,417.8,19.281164,-99.20237,No
house,Tlalpan,MXN,632387.7,637.0,992.8,19.304891,-99.224081,No
apartment,MiguelHidalgo,USD,1281000.0,313.0,4092.7,19.407269,-99.190754,No
house,Cuajimalpa,MXN,274034.7,129.0,2124.3,19.3637303269,-99.2883570492,No
house,GustavoAMadero,MXN,57433.3,160.0,359.0,19.456919,-99.105499,No
house,Coyoacan,MXN,108007.3,345.0,313.1,19.335148,-99.139389,No
apartment,AlvaroObregon,MXN,40028.0,80.0,500.4,19.365917,-99.196977,No
house,Tlalpan,MXN,207057.9,300.0,690.2,19.301835,-99.206377,No
house,AlvaroObregon,MXN,73120.5,350.0,208.9,19.343257,-99.223306,No
apartment,BenitoJuarez,MXN,166489.3,115.0,1447.7,19.380644,-99.179176,No
apartment,Cuajimalpa,MXN,711436.2,480.0,1482.2,19.390415,-99.254997,No
apartment,MiguelHidalgo,MXN,289775.7,120.0,2414.8,19.399108,-99.181618,No
house,GustavoAMadero,MXN,168596.7,263.0,641.1,19.469479,-99.104805,No
apartment,Iztacalco,MXN,33614.0,50.0,672.3,19.394525,-99.071784,No
house,Coyoacan,MXN,128555.0,120.0,1071.3,19.335348,-99.138127,No
house,MagdalenaContreras,MXN,269227.9,150.0,1794.9,19.32761,-99.224634,No
apartment,AlvaroObregon,MXN,39514.9,70.0,564.5,19.386852,-99.194748,No
apartment,Azcapotzalco,MXN,54267.1,75.0,723.6,19.472481,-99.182374,No
house,MagdalenaContreras,MXN,151671.9,100.0,1516.7,19.304898,-99.241515,No
apartment,BenitoJuarez,MXN,87269.5,70.0,1246.7,19.393846,-99.18766,No
house,Tlahuac,MXN,136984.8,90.0,1522.1,19.302349,-99.014275,No
apartment,BenitoJuarez,MXN,106159.6,80.0,1327.0,19.39867,-99.154329,No
apartment,Cuauhtemoc,MXN,27676.2,55.0,503.2,19.44365,-99.141269,No
apartment,Azcapotzalco,MXN,31928.0,50.0,638.6,19.490331,-99.207579,No
apartment,Tlalpan,MXN,50052.2,63.0,794.5,19.298168,-99.113106,No
apartment,BenitoJuarez,MXN,421017.7,234.0,1799.2,19.394358,-99.177444,No
apartment,GustavoAMadero,MXN,47391.5,64.0,740.5,19.470215,-99.140075,No
apartment,BenitoJuarez,MXN,217911.3,94.0,2318.2,19.400004,-99.16735,No
apartment,Iztapalapa,MXN,26955.5,47.0,573.5,19.359004,-99.092622,No
apartment,MiguelHidalgo,USD,1055654.0,229.0,4609.8,19.4343221,-99.1856093,No
apartment,Cuauhtemoc,MXN,89567.0,81.0,1105.8,19.457911,-99.144234,No
house,Cuajimalpa,MXN,173865.4,72.0,2414.8,19.3679526,-99.2983107,No
apartment,Cuauhtemoc,MXN,463641.0,167.0,2776.3,19.430132,-99.169144,No
apartment,BenitoJuarez,MXN,166489.3,85.0,1958.7,19.380937,-99.179545,No
apartment,BenitoJuarez,MXN,168849.6,63.0,2680.2,19.370853,-99.137552,No
apartment,Coyoacan,MXN,46100.7,91.0,506.6,19.3331432,-99.1103398,No
house,VenustianoCarranza,MXN,89567.0,110.0,814.2,19.424247,-99.055491,No
house,MiguelHidalgo,USD,3000000.0,800.0,3750.0,19.407269,-99.190754,Yes
house,BenitoJuarez,MXN,75125.6,95.0,790.8,19.381001,-99.145132,No
apartment,Cuauhtemoc,MXN,47417.8,60.0,790.3,19.429437,-99.14346,No
house,Cuauhtemoc,MXN,133819.4,110.0,1216.5,19.41828,-99.143072,No
apartment,BenitoJuarez,MXN,195466.8,86.0,2272.9,19.400004,-99.16735,No
apartment,Cuajimalpa,MXN,340235.1,118.0,2883.3,19.384553,-99.2491233,No
apartment,Cuauhtemoc,MXN,152790.8,95.0,1608.3,19.41498,-99.177444,No
apartment,Cuajimalpa,MXN,584958.6,240.0,2437.3,19.35735,-99.299792,No
apartment,Cuauhtemoc,MXN,1317162.1,1200.0,1097.6,19.4243476,-99.1261814,No
apartment,BenitoJuarez,MXN,62521.2,90.0,694.7,19.37335,-99.174777,No
apartment,MiguelHidalgo,USD,637500.0,170.0,3750.0,19.4339975,-99.1909529,No
apartment,BenitoJuarez,MXN,208111.6,100.0,2081.1,19.391074,-99.165737,No
apartment,AlvaroObregon,MXN,46480.5,150.0,309.9,19.363542,-99.224084,No
apartment,Cuauhtemoc,MXN,77633.6,58.0,1338.5,19.4066179,-99.136137,No
apartment,AlvaroObregon,MXN,90199.3,70.0,1288.6,19.336195,-99.23692,No
apartment,Iztapalapa,MXN,38777.2,47.0,825.0,19.337582,-99.101938,No
apartment,MiguelHidalgo,MXN,500521.6,290.0,1725.9,19.432657,-99.177444,No
house,Iztapalapa,MXN,92201.3,197.0,468.0,19.359004,-99.092622,Yes
apartment,Coyoacan,MXN,51627.5,70.0,737.5,19.320091,-99.122211,No
apartment,BenitoJuarez,MXN,131716.2,97.0,1357.9,19.364891,-99.148384,No
apartment,BenitoJuarez,MXN,97774.2,570.0,171.5,19.397899,-99.166031,No
house,Coyoacan,MXN,250260.8,160.0,1564.1,19.305523142,-99.1152982414,No
apartment,Cuajimalpa,MXN,131716.2,60.0,2195.3,19.3580697,-99.2740016,No
apartment,GustavoAMadero,MXN,24399.1,67.0,364.2,19.5226965,-99.1559565,No
apartment,Azcapotzalco,MXN,46891.0,65.0,721.4,19.486255,-99.214043,No
house,GustavoAMadero,MXN,200208.6,241.0,830.7,19.484868,-99.146442,No
house,AlvaroObregon,MXN,97101.2,130.0,746.9,19.324356,-99.26431,No
apartment,VenustianoCarranza,MXN,42149.2,62.0,679.8,19.417186,-99.097597,No
apartment,Cuajimalpa,MXN,790297.2,438.0,1804.3,19.390415,-99.254997,Yes
apartment,Cuajimalpa,USD,3000000.0,600.0,5000.0,19.390415,-99.254997,No
apartment,Cuauhtemoc,MXN,67930.4,90.0,754.8,19.42078,-99.167909,No
house,VenustianoCarranza,MXN,57968.9,54.0,1073.5,19.4474361,-99.0913993,No
apartment,BenitoJuarez,MXN,151936.4,288.0,527.6,19.3918212288,-99.1599932313,Yes
apartment,AlvaroObregon,MXN,46891.0,80.0,586.1,19.363542,-99.224084,No
apartment,BenitoJuarez,MXN,57217.5,60.0,953.6,19.403561,-99.156308,No
apartment,MiguelHidalgo,MXN,247685.2,106.0,2336.7,19.400249,-99.177444,No
apartment,AlvaroObregon,MXN,175472.3,62.0,2830.2,19.352905,-99.196136,Yes
apartment,BenitoJuarez,MXN,206678.7,92.0,2246.5,19.3990351,-99.148108,No
apartment,Tlalpan,MXN,82717.8,48.0,1723.3,19.299735,-99.110083,No
house,Tlahuac,MXN,1249888.0,9487.0,131.7,19.270566,-99.004846,No
