,property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
15,apartment,MiguelHidalgo,USD,1016611.0,149.0,6823.0,19.407269,-99.190754,No
25,apartment,MiguelHidalgo,USD,1750000.0,734.0,2384.0,19.420166,-99.220367,No
28,apartment,MiguelHidalgo,USD,1125000.0,260.0,4327.0,19.430456,-99.1889121,No
47,apartment,MiguelHidalgo,MXN,1053980.0,190.0,5547.0,19.430456,-99.1889121,No
70,house,MiguelHidalgo,USD,4000000.0,713.0,5610.0,19.420166,-99.220367,Yes
88,apartment,MiguelHidalgo,USD,1673373.0,228.0,7339.0,19.407269,-99.190754,No
105,house,Cuajimalpa,MXN,2160658.0,700.0,3087.0,19.390415,-99.254997,No
128,apartment,MiguelHidalgo,USD,1350000.0,350.0,3857.0,19.4011351582,-99.2554439631,No
138,house,AlvaroObregon,MXN,1577960.0,1084.0,1456.0,19.326543,-99.195963,No
139,apartment,MiguelHidalgo,MXN,1027630.0,297.0,3460.0,19.407269,-99.190754,Yes
184,apartment,Cuajimalpa,MXN,1106679.0,555.0,1994.0,19.35735,-99.299792,No
189,apartment,MiguelHidalgo,USD,1256606.0,206.0,6100.0,19.407269,-99.190754,No
192,house,MiguelHidalgo,USD,3350000.0,1100.0,3045.0,19.4122137,-99.2153341,No
203,house,Cuajimalpa,MXN,1132759.0,682.0,1661.0,19.395424,-99.258068,No
223,house,MiguelHidalgo,MXN,1185727.0,450.0,2635.0,19.4010793,-99.2480728,No
240,apartment,MiguelHidalgo,USD,1450000.0,220.0,6591.0,19.407269,-99.190754,No
246,house,AlvaroObregon,USD,2000000.0,1332.0,1502.0,19.3472426513,-99.1838417575,Yes
273,apartment,MiguelHidalgo,USD,1850000.0,400.0,4625.0,19.396714267,-99.2374929786,No
282,house,MiguelHidalgo,MXN,1028495.0,232.0,4433.0,19.4326577,-99.1774462,No
298,apartment,AlvaroObregon,USD,1500000.0,350.0,4286.0,19.371342,-99.253616,No
300,house,MiguelHidalgo,MXN,1014917.0,600.0,1692.0,19.407269,-99.190754,No
353,house,AlvaroObregon,USD,3000000.0,1250.0,2400.0,19.320575,-99.20929,Yes
370,house,MiguelHidalgo,USD,1350000.0,700.0,1929.0,19.402305,-99.240641,No
375,apartment,MiguelHidalgo,USD,1215000.0,256.0,4746.0,19.4368736,-99.1973268,Yes
377,house,MiguelHidalgo,USD,9000000.0,1200.0,7500.0,19.3818873,-99.2202827,No
409,house,MiguelHidalgo,MXN,1211789.0,920.0,1317.0,19.405625,-99.237868,No
425,house,MiguelHidalgo,USD,2500000.0,1100.0,2273.0,19.420166,-99.220367,Yes
441,apartment,MiguelHidalgo,USD,2500000.0,325.0,7692.0,19.407269,-99.190754,No
451,apartment,MiguelHidalgo,MXN,1027386.0,180.0,5708.0,23.634501,-102.552788,No
459,house,AlvaroObregon,MXN,1501921.0,420.0,3576.0,19.390806,-99.195413,No
497,house,AlvaroObregon,MXN,1085599.0,800.0,1357.0,19.3228543,-99.2059887,Yes
531,house,AlvaroObregon,MXN,1475222.0,750.0,1967.0,19.353921,-99.190427,No
590,apartment,MiguelHidalgo,USD,2513000.0,349.0,7201.0,19.433077,-99.198212,No
623,house,MiguelHidalgo,USD,2000000.0,413.0,4843.0,19.420166,-99.220367,No
704,house,AlvaroObregon,USD,3400000.0,926.0,3672.0,19.320661,-99.204251,No
724,house,Tlalpan,MXN,1264476.0,780.0,1621.0,19.303358,-99.203,No
801,apartment,MiguelHidalgo,MXN,1212076.0,420.0,2886.0,19.4318149,-99.1940586,No
807,house,MiguelHidalgo,USD,2300000.0,1000.0,2300.0,19.430925,-99.209978,No
809,house,MiguelHidalgo,USD,1500000.0,1100.0,1364.0,19.4032760464,-99.2538713053,Yes
819,apartment,MiguelHidalgo,USD,1939140.0,317.0,6117.0,19.407269,-99.190754,Yes
855,house,AlvaroObregon,MXN,1106416.0,750.0,1475.0,19.3559202,-99.1802147,No
860,house,MiguelHidalgo,USD,17890000.0,630.0,28397.0,19.4010793,-99.2480728,No
866,apartment,MiguelHidalgo,MXN,1264476.0,240.0,5269.0,19.429747,-99.18823,No
925,house,Tlalpan,MXN,197621.0,1850.0,107.0,19.199665,-99.153915,Yes
946,house,Tlalpan,MXN,1159103.0,800.0,1449.0,19.297926,-99.203158,No
948,house,MiguelHidalgo,USD,1990000.0,580.0,3431.0,19.401079,-99.24807,No
965,house,MiguelHidalgo,MXN,1185727.0,560.0,2117.0,19.394116,-99.251255,No
1028,apartment,MiguelHidalgo,USD,1370000.0,500.0,2740.0,19.4223,-99.228164,No
1055,apartment,MiguelHidalgo,USD,1256606.0,206.0,6100.0,19.407269,-99.190754,Yes
1065,apartment,Cuajimalpa,MXN,8429837.0,350.0,24085.0,19.3470575,-99.2965778,No
1066,apartment,MiguelHidalgo,USD,1500000.0,410.0,3659.0,19.401079,-99.24807,No
1095,apartment,MiguelHidalgo,USD,2108620.0,482.0,4375.0,19.407269,-99.190754,No
1103,house,MiguelHidalgo,USD,2000000.0,750.0,2667.0,19.420166,-99.220367,No
1142,house,MiguelHidalgo,USD,1150000.0,523.0,2199.0,19.401079,-99.24807,Yes
1169,house,Cuajimalpa,USD,4950000.0,850.0,5824.0,19.390415,-99.254997,No
1191,house,Coyoacan,MXN,1422872.0,830.0,1714.0,19.34189,-99.166374,No
1195,apartment,MiguelHidalgo,USD,1800000.0,363.0,4959.0,19.4278087,-99.1871851,No
1225,house,AlvaroObregon,MXN,1211789.0,1080.0,1122.0,19.355921,-99.180214,Yes
1237,house,AlvaroObregon,MXN,1264476.0,245.0,5161.0,19.356901,-99.218987,No
1242,apartment,MiguelHidalgo,USD,2850000.0,816.0,3493.0,19.420166,-99.220367,No
1249,apartment,MiguelHidalgo,USD,1500000.0,250.0,6000.0,19.4286178094,-99.2177017843,No
1260,house,Cuajimalpa,MXN,1101409.0,760.0,1449.0,19.390415,-99.254997,Yes
1269,apartment,MiguelHidalgo,USD,1800000.0,313.0,5751.0,19.430472,-99.188524,No
1304,house,AlvaroObregon,MXN,1844027.0,1000.0,1844.0,19.390806,-99.195413,No
1320,house,MiguelHidalgo,USD,1100000.0,630.0,1746.0,19.407269,-99.190754,Yes
1352,house,GustavoAMadero,MXN,1043192.0,538.0,1939.0,19.49198,-99.13209,No
1383,house,Cuajimalpa,USD,1800000.0,820.0,2195.0,19.3931419,-99.2597205,No
1402,apartment,Cuajimalpa,USD,1700000.0,424.0,4009.0,19.392937,-99.263313,Yes
1420,house,GustavoAMadero,MXN,1001043.0,600.0,1668.0,19.493973,-99.130394,No
1465,house,AlvaroObregon,USD,2600000.0,738.0,3523.0,19.368239479,-99.2512178421,No
1469,apartment,MiguelHidalgo,USD,1126356.0,162.0,6953.0,19.435359,-99.210742,No
1503,house,MiguelHidalgo,USD,3500000.0,1265.0,2767.0,19.420166,-99.220367,No
1533,apartment,Cuajimalpa,USD,1500000.0,450.0,3333.0,19.3843018,-99.2656696,No
1563,house,AlvaroObregon,MXN,1580595.0,1000.0,1581.0,19.332015,-99.201427,No
1573,house,AlvaroObregon,MXN,2187008.0,1508.0,1450.0,19.331967025,-99.2575089633,Yes
1586,apartment,MiguelHidalgo,USD,3400000.0,800.0,4250.0,19.398433,-99.231003,No
1638,apartment,MiguelHidalgo,MXN,1630647.0,284.0,5742.0,19.407269,-99.190754,No
1644,house,MiguelHidalgo,USD,1700000.0,809.0,2101.0,19.396778,-99.228292,No
1671,apartment,MiguelHidalgo,USD,1190000.0,162.0,7346.0,19.4316766,-99.2001362,No
1729,house,MiguelHidalgo,MXN,1738654.0,600.0,2898.0,19.4010793,-99.2480728,No
1750,apartment,MiguelHidalgo,USD,3400000.0,800.0,4250.0,19.397443,-99.232371,No
1758,house,BenitoJuarez,MXN,1918243.0,480.0,3996.0,19.375412,-99.144234,No
1776,apartment,MiguelHidalgo,MXN,1897163.0,350.0,5420.0,19.407269,-99.190754,No
1789,store,BenitoJuarez,USD,4000000.0,500.0,8000.0,19.363572,-99.090313,No
1794,house,AlvaroObregon,USD,1600000.0,525.0,3048.0,19.346523,-99.191292,Yes
1795,apartment,MiguelHidalgo,USD,1696454.0,228.0,7441.0,19.407269,-99.190754,No
1825,house,Cuajimalpa,USD,1100000.0,974.0,1129.0,19.35735,-99.299792,Yes
1831,house,MiguelHidalgo,USD,850000.0,1890.0,450.0,19.401079,-99.24807,Yes
1842,apartment,MiguelHidalgo,USD,1443000.0,195.0,7400.0,19.438316,-99.210794,No
1863,house,AlvaroObregon,MXN,1844027.0,855.0,2157.0,19.306521,-99.202397,No
1873,apartment,Cuajimalpa,USD,2900000.0,500.0,5800.0,19.35735,-99.299792,No
1891,house,Tlalpan,MXN,1475571.0,4000.0,369.0,19.267261,-99.146568,Yes
1892,apartment,MiguelHidalgo,USD,5868000.0,500.0,11736.0,19.407269,-99.190754,No
1898,house,MiguelHidalgo,USD,2250000.0,755.0,2980.0,19.401079,-99.24807,No
1899,apartment,BenitoJuarez,USD,1185015.0,252.0,4702.0,19.3655578,-99.1801033,No
1914,house,AlvaroObregon,USD,1380000.0,490.0,2816.0,19.382986,-99.241837,No
1915,apartment,Cuajimalpa,USD,1080000.0,368.0,2935.0,19.35735,-99.299792,No
1933,apartment,Cuajimalpa,USD,1900000.0,740.0,2568.0,19.3631419,-99.2880597,No
1953,apartment,MiguelHidalgo,USD,1100000.0,176.0,6250.0,19.4332386,-99.1933503,No
1961,apartment,MiguelHidalgo,MXN,1238426.0,218.0,5681.0,19.407269,-99.190754,No
1983,apartment,MiguelHidalgo,USD,1006200.0,172.0,5850.0,19.407269,-99.190754,No
1987,apartment,MiguelHidalgo,USD,1146469.0,174.0,6589.0,19.407269,-99.190754,Yes
2053,apartment,Cuajimalpa,USD,1150000.0,257.0,4475.0,19.392937,-99.263313,No
2086,house,MiguelHidalgo,USD,2200000.0,998.0,2204.0,19.3960473,-99.2529911,Yes
2101,house,AlvaroObregon,USD,2630000.0,930.0,2828.0,19.351912,-99.190111,No
2115,apartment,Cuajimalpa,USD,2800000.0,450.0,6222.0,19.390415,-99.254997,No
2148,apartment,Cuajimalpa,USD,3300000.0,700.0,4714.0,19.3770400205,-99.2793354392,No
2157,apartment,MiguelHidalgo,USD,1146320.0,178.0,6440.0,19.407269,-99.190754,No
2207,house,MiguelHidalgo,MXN,1501565.0,582.0,2580.0,19.40403,-99.233528,Yes
2234,house,AlvaroObregon,MXN,1764997.0,650.0,2715.0,19.331152,-99.203902,No
2241,apartment,MiguelHidalgo,USD,2502120.0,248.0,10089.0,19.407269,-99.190754,No
2253,apartment,MiguelHidalgo,USD,1988000.0,451.0,4408.0,23.634501,-102.552788,No
2299,apartment,MiguelHidalgo,USD,2426000.0,246.0,9862.0,19.435289,-99.194838,No
2322,house,MiguelHidalgo,MXN,1043192.0,810.0,1288.0,19.403783,-99.252435,No
2327,house,Cuajimalpa,USD,1150000.0,600.0,1917.0,19.390415,-99.254997,No
2332,house,Cuajimalpa,USD,1500000.0,915.0,1639.0,19.3451266,-99.3092749,No
2360,apartment,MiguelHidalgo,USD,1248000.0,320.0,3900.0,19.433471,-99.203071,No
2364,house,AlvaroObregon,USD,2300000.0,1438.0,1599.0,19.390806,-99.195413,Yes
2366,apartment,MiguelHidalgo,USD,1902432.0,346.0,5498.0,19.4338054,-99.1922219,No
2405,apartment,Cuajimalpa,USD,1300000.0,350.0,3714.0,19.390415,-99.254997,No
2410,house,MiguelHidalgo,MXN,1844027.0,1300.0,1418.0,19.4104149313,-99.2419586651,Yes
2424,house,MagdalenaContreras,USD,7000000.0,2700.0,2593.0,19.304898,-99.241515,Yes
2433,house,MiguelHidalgo,USD,2150000.0,747.0,2878.0,19.3964084,-99.2436829,No
2448,house,MiguelHidalgo,MXN,1106416.0,430.0,2573.0,19.4167368,-99.2323872,Yes
2464,apartment,MiguelHidalgo,MXN,1264476.0,490.0,2581.0,23.634501,-102.552788,No
2488,apartment,MiguelHidalgo,USD,1500000.0,215.0,6977.0,19.4284926629,-99.1900420189,No
2498,apartment,Cuajimalpa,USD,1750000.0,395.0,4430.0,19.392341,-99.255064,No
2505,house,MagdalenaContreras,MXN,1738654.0,695.0,2502.0,19.326623,-99.233629,No
2512,apartment,Cuajimalpa,USD,1499000.0,426.0,3519.0,19.391707,-99.256984,No
2521,house,Tlalpan,MXN,471656.0,3150.0,150.0,19.2466495,-99.1906668,Yes
2528,apartment,MiguelHidalgo,USD,1200000.0,450.0,2667.0,19.4344798,-99.1995969,Yes
2529,house,MiguelHidalgo,MXN,1844464.0,1287.0,1433.0,19.4107308,-99.2397431,Yes
2554,apartment,MiguelHidalgo,USD,1500000.0,300.0,5000.0,19.407269,-99.190754,No
2560,apartment,MiguelHidalgo,USD,1400000.0,280.0,5000.0,19.4282002,-99.1862648,No
2568,house,MiguelHidalgo,MXN,1427628.0,300.0,4759.0,19.436547,-99.172838,No
2609,house,AlvaroObregon,MXN,2107959.0,1000.0,2108.0,19.3605334,-99.2267067,No
2611,house,AlvaroObregon,MXN,1685967.0,647.0,2606.0,19.321035,-99.2047356,Yes
2626,apartment,MiguelHidalgo,USD,1200000.0,170.0,7059.0,19.429273,-99.191393,No
2642,house,MiguelHidalgo,MXN,1686367.0,1000.0,1686.0,19.4010793,-99.2480728,No
2689,apartment,MiguelHidalgo,USD,1053676.0,229.0,4601.0,23.634501,-102.552788,No
2697,house,MiguelHidalgo,USD,2700000.0,605.0,4463.0,19.4095028,-99.2272939,No
2711,store,GustavoAMadero,USD,4000000.0,500.0,8000.0,19.486397,-99.117309,No
2712,apartment,Cuajimalpa,MXN,1840298.0,426.0,4320.0,19.3782794,-99.2768399,No
2733,house,Tlalpan,USD,2000000.0,640.0,3125.0,19.271481,-99.175369,Yes
2757,house,Cuauhtemoc,MXN,1106679.0,870.0,1272.0,19.4468279,-99.1594532,Yes
2773,house,Tlalpan,USD,1130000.0,484.0,2335.0,19.284221,-99.168132,No
2786,apartment,MiguelHidalgo,USD,2174208.0,340.0,6395.0,23.634501,-102.552788,No
2790,apartment,Cuajimalpa,MXN,1053980.0,390.0,2703.0,19.3935344356,-99.2650692265,Yes
2799,apartment,MiguelHidalgo,USD,1364000.0,200.0,6820.0,19.4332386,-99.1933503,No
2809,house,MiguelHidalgo,MXN,1312205.0,1778.0,738.0,19.407269,-99.190754,Yes
2832,house,AlvaroObregon,MXN,2002086.0,1200.0,1668.0,19.390806,-99.195413,No
2853,house,Cuajimalpa,USD,6500000.0,1153.0,5637.0,19.390415,-99.254997,No
2951,house,Coyoacan,MXN,1043192.0,1750.0,596.0,19.3395,-99.172601,No
2973,apartment,MiguelHidalgo,USD,1100000.0,420.0,2619.0,19.401079,-99.24807,No
2982,apartment,MiguelHidalgo,USD,1350000.0,500.0,2700.0,19.407269,-99.190754,Yes
3007,apartment,AlvaroObregon,MXN,1807673.0,360.0,5021.0,19.383531,-99.233933,No
3010,apartment,MiguelHidalgo,USD,1300000.0,199.0,6533.0,19.407269,-99.190754,No
3016,apartment,MiguelHidalgo,MXN,1001281.0,300.0,3338.0,19.4370357,-99.2117591,No
3035,apartment,Cuajimalpa,USD,1200000.0,553.0,2170.0,19.390415,-99.254997,No
3042,apartment,MiguelHidalgo,USD,2200000.0,300.0,7333.0,19.407269,-99.190754,No
3065,apartment,MiguelHidalgo,USD,1750000.0,407.0,4300.0,19.407269,-99.190754,No
3124,apartment,MiguelHidalgo,USD,1100000.0,240.0,4583.0,19.407269,-99.190754,No
3141,apartment,MiguelHidalgo,MXN,1407414.0,420.0,3351.0,19.407269,-99.190754,No
3151,house,MiguelHidalgo,USD,4600000.0,690.0,6667.0,19.410678,-99.234444,No
3156,apartment,MiguelHidalgo,USD,1490000.0,250.0,5960.0,19.407269,-99.190754,No
3166,apartment,MiguelHidalgo,USD,1400000.0,280.0,5000.0,19.4318149,-99.1940586,No
3181,apartment,MiguelHidalgo,USD,1610000.0,255.0,6314.0,19.407269,-99.190754,Yes
3288,house,MiguelHidalgo,MXN,1580969.0,773.0,2045.0,19.4064039,-99.1873154,Yes
3300,house,AlvaroObregon,MXN,1686367.0,1002.0,1683.0,19.390806,-99.195413,Yes
3303,apartment,MiguelHidalgo,USD,2000000.0,450.0,4444.0,19.400524,-99.230064,No
3331,house,AlvaroObregon,MXN,1317474.0,750.0,1757.0,19.390806,-99.195413,No
3338,house,MiguelHidalgo,USD,10000000.0,4500.0,2222.0,19.395209,-99.230157,No
3367,house,MiguelHidalgo,MXN,1327699.0,200.0,6638.0,19.420166,-99.220367,No
3383,apartment,MiguelHidalgo,USD,1450000.0,447.0,3244.0,19.401079,-99.24807,No
3392,apartment,MiguelHidalgo,USD,1433500.0,282.0,5083.0,19.407269,-99.190754,Yes
3397,store,Cuauhtemoc,MXN,2002561.0,700.0,2861.0,19.441646,-99.151884,No
3411,house,MiguelHidalgo,USD,4000000.0,522.0,7663.0,19.422887,-99.224602,No
3438,apartment,Cuajimalpa,USD,2950000.0,795.0,3711.0,19.382275,-99.270241,No
3442,apartment,MiguelHidalgo,USD,1500000.0,316.0,4747.0,19.3942860307,-99.264868657,No
3477,house,MiguelHidalgo,MXN,1317474.0,830.0,1587.0,19.401079,-99.24807,No
3484,house,AlvaroObregon,MXN,1896713.0,1140.0,1664.0,19.320576,-99.20929,No
3498,house,Tlalpan,MXN,526990.0,2860.0,184.0,19.288275,-99.167125,Yes
3504,apartment,Cuauhtemoc,MXN,1580595.0,250.0,6322.0,19.434776,-99.151519,No
3527,house,MiguelHidalgo,USD,3600000.0,540.0,6667.0,19.407269,-99.190754,No
3551,house,AlvaroObregon,MXN,1264476.0,422.0,2996.0,19.311148,-99.20932,No
3554,house,AlvaroObregon,MXN,1839194.0,1000.0,1839.0,19.3172544,-99.2037972,No
3570,apartment,MiguelHidalgo,USD,2124523.0,293.0,7251.0,19.407269,-99.190754,No
3580,house,Xochimilco,MXN,553339.0,1700.0,325.0,19.2729101995,-99.1381273264,Yes
3619,house,AlvaroObregon,MXN,1369849.0,900.0,1522.0,19.346523,-99.191292,No
3620,house,Cuajimalpa,USD,1800000.0,800.0,2250.0,19.389987,-99.25632,No
3671,house,Tlalpan,MXN,1370173.0,1400.0,979.0,19.2929574924,-99.1691724211,No
3768,apartment,Cuajimalpa,MXN,2371454.0,682.0,3477.0,19.3748723,-99.2731774,No
3774,apartment,MiguelHidalgo,MXN,1422872.0,410.0,3470.0,19.4344523,-99.2040853,No
3780,apartment,MiguelHidalgo,USD,1300000.0,360.0,3611.0,19.420166,-99.220367,No
3789,house,MiguelHidalgo,MXN,1212076.0,784.0,1546.0,19.401079,-99.24807,Yes
3836,house,Cuajimalpa,USD,1600000.0,800.0,2000.0,19.35735,-99.299792,No
3940,apartment,MiguelHidalgo,USD,1810000.0,357.0,5070.0,19.4332386,-99.1933503,No
3950,apartment,MiguelHidalgo,USD,2000000.0,324.0,6173.0,19.4269193206,-99.1954386234,No
3968,house,MiguelHidalgo,USD,2150000.0,721.0,2982.0,19.420166,-99.220367,Yes
3988,house,MiguelHidalgo,USD,1800000.0,1223.0,1472.0,19.401079,-99.24807,No
4021,house,AlvaroObregon,USD,1200000.0,590.0,2034.0,19.351751,-99.189513,No
4023,apartment,MiguelHidalgo,MXN,2371454.0,390.0,6081.0,19.4282852,-99.1831702,No
4036,apartment,MiguelHidalgo,USD,1370000.0,215.0,6372.0,19.407269,-99.190754,No
4041,house,Tlalpan,MXN,1738654.0,3287.0,529.0,19.288275,-99.167125,No
4049,apartment,MiguelHidalgo,USD,1120000.0,492.0,2276.0,19.401079,-99.24807,No
4056,house,Tlalpan,MXN,1053980.0,443.0,2379.0,19.301781,-99.20237,No
4073,house,AlvaroObregon,MXN,1686367.0,1638.0,1030.0,19.320576,-99.20929,Yes
4076,house,AlvaroObregon,MXN,1085342.0,498.0,2179.0,19.328376,-99.201215,No
4093,apartment,Cuajimalpa,USD,1700000.0,350.0,4857.0,19.3779901,-99.2820233,No
4102,apartment,MiguelHidalgo,USD,1700000.0,264.0,6439.0,19.407269,-99.190754,Yes
4228,house,MiguelHidalgo,MXN,1159103.0,700.0,1656.0,19.407269,-99.190754,Yes
4272,house,MiguelHidalgo,MXN,1422872.0,800.0,1779.0,19.413594,-99.2320755,No
4309,house,MiguelHidalgo,USD,1490000.0,1000.0,1490.0,19.407269,-99.190754,No
4325,house,GustavoAMadero,MXN,1427967.0,150.0,9520.0,19.570318,-99.135933,No
4337,apartment,MiguelHidalgo,USD,2123000.0,330.0,6433.0,19.435239,-99.210844,No
4340,apartment,MiguelHidalgo,MXN,1472936.0,239.0,6163.0,19.407269,-99.190754,No
4362,house,Coyoacan,MXN,2002561.0,1734.0,1155.0,19.347502,-99.171906,Yes
4377,house,MiguelHidalgo,MXN,1844464.0,575.0,3208.0,19.3897807327,-99.2582365125,No
4401,house,MiguelHidalgo,MXN,1159378.0,900.0,1288.0,19.407269,-99.190754,No
4472,apartment,MiguelHidalgo,USD,1121250.0,299.0,3750.0,19.4339975,-99.1909529,No
4490,apartment,Cuajimalpa,USD,1200000.0,560.0,2143.0,19.390415,-99.254997,No
4492,apartment,MiguelHidalgo,USD,2150000.0,300.0,7167.0,23.634501,-102.552788,No
4493,apartment,MiguelHidalgo,MXN,1370173.0,225.0,6090.0,19.4325773,-99.1880862,No
4494,store,Iztapalapa,USD,4000000.0,500.0,8000.0,19.363572,-99.090313,No
4510,apartment,MiguelHidalgo,USD,1500000.0,325.0,4615.0,19.401079,-99.24807,No
4513,apartment,Cuajimalpa,USD,4500000.0,700.0,6429.0,19.3433082,-99.2785732,No
4531,house,AlvaroObregon,USD,1620000.0,650.0,2492.0,19.371342,-99.253616,No
4534,house,Cuauhtemoc,MXN,1106679.0,870.0,1272.0,19.446829,-99.159454,Yes
4540,house,MagdalenaContreras,MXN,1053980.0,1387.0,760.0,19.327168,-99.224525,Yes
4551,apartment,MiguelHidalgo,USD,2124523.0,272.0,7811.0,19.430456,-99.1889121,No
4553,apartment,MiguelHidalgo,USD,1390000.0,330.0,4212.0,19.435038,-99.192462,No
4565,apartment,MiguelHidalgo,MXN,1053730.0,200.0,5269.0,19.4303825,-99.1869673,No
4566,apartment,Cuajimalpa,USD,3350000.0,450.0,7444.0,19.35735,-99.299792,No
4585,house,AlvaroObregon,MXN,1317474.0,1320.0,998.0,19.320576,-99.20929,Yes
4593,house,MiguelHidalgo,MXN,1106416.0,398.0,2780.0,19.420166,-99.220367,No
4632,apartment,Cuajimalpa,USD,1500000.0,325.0,4615.0,19.3631419,-99.2880597,No
4649,house,AlvaroObregon,USD,3000000.0,1200.0,2500.0,19.320576,-99.20929,No
4664,store,Coyoacan,MXN,6243538.0,5004.0,1248.0,19.310879,-99.138695,Yes
4699,house,GustavoAMadero,MXN,1043440.0,585.0,1784.0,19.493973,-99.130394,No
4701,apartment,MiguelHidalgo,USD,1250000.0,285.0,4386.0,19.407269,-99.190754,No
4794,apartment,MiguelHidalgo,USD,2500000.0,340.0,7353.0,19.2464696,-99.1013498,No
4866,house,Tlalpan,MXN,922013.0,1450.0,636.0,19.295407,-99.113416,No
4870,apartment,MiguelHidalgo,USD,3650000.0,600.0,6083.0,19.400524,-99.230064,Yes
4883,apartment,MiguelHidalgo,USD,1673373.0,231.0,7244.0,19.4287384,-99.1894165,No
4908,house,MiguelHidalgo,USD,1275000.0,747.0,1707.0,19.405931,-99.2507755,Yes
4921,house,MiguelHidalgo,USD,5000000.0,1648.0,3034.0,19.4066702,-99.2278752,Yes
4924,apartment,MiguelHidalgo,USD,3088125.0,358.0,8626.0,19.407269,-99.190754,No
4926,house,Tlalpan,USD,1130000.0,628.0,1799.0,19.286903,-99.1672076,Yes
4927,house,BenitoJuarez,MXN,1053980.0,358.0,2944.0,19.3876226,-99.1853633,No
4955,house,AlvaroObregon,MXN,2213357.0,874.0,2532.0,19.3234957,-99.210996,No
4971,house,Cuajimalpa,USD,4700000.0,796.0,5905.0,19.352129,-99.276293,No
4973,apartment,MiguelHidalgo,USD,1614122.0,251.0,6431.0,19.4354835,-99.2106606,No
5025,apartment,MiguelHidalgo,USD,1315000.0,311.0,4228.0,19.4332386,-99.1933503,No
5028,house,MiguelHidalgo,USD,2600000.0,920.0,2826.0,19.401079,-99.24807,Yes
5033,house,AlvaroObregon,MXN,1844027.0,1200.0,1537.0,19.360235,-99.180964,No
5087,house,MiguelHidalgo,USD,1950000.0,560.0,3482.0,19.401079,-99.24807,No
5093,house,Cuajimalpa,USD,1600000.0,802.0,1995.0,19.390415,-99.254997,No
5097,apartment,MiguelHidalgo,USD,1983600.0,313.0,6337.0,19.407269,-99.190754,Yes
5119,apartment,MiguelHidalgo,USD,1368270.0,297.0,4607.0,19.435352,-99.210749,No
5131,apartment,Cuajimalpa,USD,1700000.0,402.0,4229.0,19.392937,-99.263313,No
5161,house,MiguelHidalgo,USD,4000000.0,1000.0,4000.0,19.400524,-99.230064,Yes
5170,house,MagdalenaContreras,MXN,1133028.0,1096.0,1034.0,19.327168,-99.224525,Yes
5214,apartment,MiguelHidalgo,USD,1850000.0,310.0,5968.0,19.407269,-99.190754,No
5220,house,MiguelHidalgo,MXN,721976.0,1250.0,578.0,19.401079,-99.24807,Yes
5268,apartment,MiguelHidalgo,USD,2100000.0,263.0,7985.0,19.434841,-99.194059,No
5269,house,Tlalpan,MXN,1053980.0,486.0,2169.0,19.301781,-99.20237,No
5302,house,MiguelHidalgo,USD,3000000.0,665.0,4511.0,19.412307,-99.186206,No
5336,apartment,MiguelHidalgo,USD,1127870.0,199.0,5668.0,19.4342032,-99.2063684,No
5345,apartment,MiguelHidalgo,USD,2000000.0,422.0,4739.0,19.430456,-99.1889121,No
5387,apartment,MiguelHidalgo,USD,1068000.0,178.0,6000.0,19.407269,-99.190754,No
5408,house,MiguelHidalgo,USD,2400000.0,750.0,3200.0,19.401079,-99.24807,Yes
5422,apartment,MiguelHidalgo,USD,1200000.0,553.0,2170.0,19.401079,-99.24807,No
5425,house,MiguelHidalgo,MXN,1753406.0,1000.0,1753.0,19.401079,-99.24807,No
5443,house,Coyoacan,USD,5000000.0,1307.0,3826.0,19.3437444,-99.1561883,Yes
5473,house,AlvaroObregon,USD,2000000.0,500.0,4000.0,23.634501,-102.552788,No
5513,apartment,MiguelHidalgo,USD,1150000.0,230.0,5000.0,19.407269,-99.190754,No
5530,apartment,AlvaroObregon,USD,1500000.0,450.0,3333.0,19.364099,-99.26406,No
5547,apartment,MiguelHidalgo,USD,1400000.0,450.0,3111.0,19.433173,-99.1863574,No
5569,apartment,MiguelHidalgo,MXN,1317162.0,249.0,5290.0,23.634501,-102.552788,No
5579,apartment,MiguelHidalgo,MXN,1001281.0,370.0,2706.0,19.407269,-99.190754,No
5596,apartment,MiguelHidalgo,MXN,1053730.0,250.0,4215.0,19.430134,-99.201383,No
5611,house,MiguelHidalgo,USD,1800000.0,391.0,4604.0,19.401657756,-99.2303148508,Yes
5631,house,MiguelHidalgo,USD,4200000.0,1121.0,3747.0,19.420166,-99.220367,Yes
5639,apartment,Cuauhtemoc,USD,2800000.0,674.0,4154.0,19.4443861297,-99.1508212905,No
5693,house,AlvaroObregon,MXN,908842.0,1158.0,785.0,19.3436746,-99.1869121,No
5707,house,AlvaroObregon,MXN,1396523.0,1265.0,1104.0,19.390806,-99.195413,Yes
5713,apartment,MiguelHidalgo,USD,2750000.0,320.0,8594.0,19.407269,-99.190754,No
5722,apartment,MiguelHidalgo,USD,1415000.0,255.0,5549.0,19.4332386,-99.1933503,No
5740,house,MagdalenaContreras,MXN,1396523.0,1900.0,735.0,19.3188165,-99.2379864,Yes
5742,apartment,Cuajimalpa,MXN,1159103.0,350.0,3312.0,19.364099,-99.26406,No
5747,apartment,MiguelHidalgo,USD,2595000.0,254.0,10217.0,19.407269,-99.190754,No
